게시판종류,제목,작성일,본문내용,링크,사진
공지사항,2018 공학페스티벌 공학홍보대사(I♥E) 모집 안내,'2018-09-04,"""강원대학교를 대표하는 홍보대사""
﻿
공학페스티벌 공학홍보대사
(I
♥
E)
모집 안내
1.
지원자격
-
강원대학교 공과대학
, IT
대학 학부 재학생
-
★
필참
★
홍보대사 발대식 참가 가능자
(2018.09.19.
수 오후
3
시 고려대학교 신공학관 예정
)
-
인스타그램 계정 필수 소지 및 사진 업로드
,
리그램 등 활동이 많은 자
-
개인 블로그 또는 페이스북 등 기타
SNS
활동이 추가로 가능한 자
-
대외활동 또는 온라인 지원 홍보활동 경험이 있는 자
※
공학
(
기술
)
교육혁신센터 사업에 대한 이해도와 참여도가 높은 학생 또는 대학을 대표할 수 있는 학생
2.
신청기간 및 방법
- 신청기간 :
2018.09.05.(
수
)~09.11.(
화
)
오후
5
시까지
(
그 이후 접수자는 심사대상에서 제외
)
-
선정공고
: 2018.09.12.(
수
)
센터 홈페이지 및 개인
SMS
공고 예정
- 신청방법 :
E-mail
접수
(
shc7518@kangwon.ac.kr
)
-
제출서식
:
첨부파일 참조
(
홍보대사 지원서 및 인적사항 작성
)
3
.
선발인원
:
각 대학
(
센터
)
별
1
명
4
.
역할
-
해당 소속 혁신센터 지원 업무와 프로그램 지원 업무
항목
구분
업무
비고
혁신센터
지원
홍보지원
각 대학 혁신센터 지원
홍보
,
지원
해당 센터 선발
프로그램
지원
전시
/
행사
프로그램
프로그램 운영 지원
프로그램별 선발
(
발대식
)
-
공학페스티벌 행사 홍보
SNS
미션 필수 참여
-
공학페스티벌 홍보동영상 촬영 모델
(
웹사이트 및 대내외 홍보
)
→
일부 해당
-
온라인 사전 홍보활동
(
개인소유
SNS
및 대외 활동
)
-
행사기간
(11.08.
목
~11.09.
금
)
중 개막식 및 폐막식 프로그램 운영 지원
5.
홍보대사 선발 후 활동기간
- 2018.09.01.(
토
)~11.09.(
금
)
-
행사 리허설
: 11.07.(
수
) /
행사 지원
: 11.08.(
목
)~11.09.(
금
)
6.
혜택
-
우수 및 최우수 홍보대사 선정
-
공학교육혁신협의회장 명의의 공학페스티벌 홍보대사 임명장 발급
-
소정의 다양한 기념쿠폰 및 기념품 제공
7
.
추후 일정
-
홍보대사 전체 소양교육
1
)
일시
: 2018.09.19.(
수
)
오후
3
시
2)
장소
:
고려대학교 신공학관
※
지원서 메일 발송 시 메일 본문에 홍보대사 전체 소양교육 참석여부를 반드시 기입 후 전송!!
※
소양교육 참여 관련 여비 등 별도 지원 없음
.
※
약도 첨부 파일 참조
-
공학페스티벌 참여
1)
일시
: 2018.11.08.(
목
)~11.09.(
금
)
2)
장소
:
일산 킨텍스
※
행사 당일에 한하여 숙식은 센터에서 제공 가능하며
,
여비는 지원하지 않음
★
홍보대사로 선발된 학생의
2018
공학페스티벌 참가는 필수입니다
★
홍보대사 활동이 미흡하다고 판단될 경우 임명장 수여가 취소될 수 있습니다
★
선발된 학생들은 적극적으로 홍보대사 활동에 임해주시기 바랍니다
※
위 내용은 센터 사정에 의해 변경될 수 있습니다
☎
문의
T : 033-250-7169
E : shc7518@kangwon.ac.kr",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=13&BID=1162&cmd=view,../../data/images/1082.jpg
공지사항,2018년 2학기 캡스톤디자인 과제 모집 안내,'2018-08-30,"공학교육혁신센터와 LINC+사업단이 공동으로 2018도 2학기 캡스톤디자인 지원 과제를 다음과 같이 모집합니다.
1. 지원대상 : 공학교육혁신센터 및 LINC+사업단 참여학과 3학년 이상 학부생
2. 지원자격 : LINC+사업단이나 참여학과에서 개설하는 2018년도 2학기 캡스톤디자인, 종합설계 또는
영문 교과명이 Capstone Design으로 표기된 교과목을 수강하는 학부생 2인 이상으로 구성된 팀
3. 지원범위: 캡스톤디자인 과제 수행비용(재료 및 교통비), 특허출원 및 등록비
4. 지원금액: 팀당 최소 50만원~ 최대 200만원 내외(과제 유형별 차등지원)
5. 지원기간: 2018년 9월 ~ 12월
6. 신청기간
- 과제 모집 기간 : 2018년 8월 30일(목) ~ 9월 13일(목) [과제관리시스템 온라인 접수]
- 선정 공지 : 2018년 9월 19일(수) ~ 20일(목) 중 공지 [학과공문 발송 및 기관 홈페이지, 개별연락처로 공지]
- 오리엔테이션 : 2018년 9월 20일(목) 예정 [확정일자 및 시간 추후 공지]
7. 신청방법: 과제계획서 온라인
제출
-  캡스톤디자인 홈페이지
(
http://project.kangwon.ac.kr
)
- 자세한 내용은 첨부파일'모집안내' 참고
8. 선정방법: 심의위원의 과제 검토에 따라 선정 혹은 미선정하며, 심의결과에 따라 지원예산 확정
9. 참가팀 의무사항
- 오리엔테이션 및 지식재산권, 창업 교육 참가 필수
- 결과보고서 제출 및 경진대회(발표회) 참여
10. 문의: 033-250-7168
※ 자세한 사항은 붙임파일 참조",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=13&BID=1161&cmd=view,
공지사항,[모집공고]제 5기 강한인제 창의융합캠프 참가자 모집,'2018-05-15,"공학교육혁신센터에서는 창의융합 인재양성을 위하여
강
원대,
한
양대(ERICA),
인
하대,
제
주대
4개 대학이
공동으로 창의융합캠프를
개최 하오니 학생들의 많은 참여 바랍니다.
□
교  육  명
: 제 5기 강한인제 창의융합캠프 참가자 모집
□
일       정
: 2018.06.26(화)~2018.06.29(금) 3박4일
□
장       소
: 제주 항공우주호텔
□ 내       용 : 창의적 사고와 융합마인드를 함양하고 지역사회 문제 발견 및 해결
□
참여대학 :
강
원대,
한
양대(ERICA),
인
하대,
제
주대
□
참가인원 : 총 40명(대학별 10명씩)
□
학생 모집
-
모집대상
: 전 학과
3~4
학년 학부생
-
모집인원
:
10
명 (공학계열 6명, 비공학계열 4명)
-
신청기한
:
5월16일(수) ~ 5월 22일 (화
)
까지
-
신청방법
: 공학교육혁신센터 홈페이지 온라인 신청
""
★ 온라인신청 바로가기(클릭)
""
□
선정공지 :
5월 24일(목) 홈페이지
공지 (내부선발기준에 의해 선정)
□ 참가자 의무사항: 5월31일(목) 오리엔테이션 참가 및 참가 후기 작성
※ 참가 모든
비용은 무료이나 항공비 등 취소 수수료 발생 시 개별 부담
※
선정 완료 후 취소 불가하며, 취소시 센터 프로그램 참가 불가
* 문의 : 033-250-7168
붙임
:
제 5기 강한인제 창의
융합캠프
세부내용
1
부
.
끝
.",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=13&BID=1138&cmd=view,
공지사항,2018-1학기 캡스톤디자인 과제 모집 안내,'2018-02-23,"공학교육혁신센터와 LINC+사업단이 공동으로 2018도 1학기 캡스톤디자인 지원 과제를 다음과 같이 모집합니다.
1. 지원대상 및 자격: 공과대학 및 IT대학 학부생 3,4학년으로 2인 이상으로 구성된 팀
2. 지원범위: 캡스톤디자인 과제 수행비용(재료 및 교통비), 특허출원 및 등록비
3. 지원금액: 팀당 최소 60만원~300만원 내외(과제 팀 유형별/과제 주제별 차등지원)
4. 지원기간: 2018년 3월~6월
5. 신청기간
내용
기간
비고
과제 모집 기간
2018
년 2
월
21
일
(수
) ~ 3
월 16
일
(
금
)
과제관리시스템 온라인 접수
선정 공지
2018
년 3
월
22
일
(목
)~23일(금)
학과 공문 발송 및 기관 홈페이지 게시
오리엔테이션
2018
년3
월
28
일(수
)
시간 추후 공지
6. 신청방법: 과제계획서 온라인
제출
-  캡스톤디자인 홈페이지
(
http://project.kangwon.ac.kr
)
- 자세한 내용은 첨부파일'모집안내' 참고
7. 선정방법: 심의위원의 과제 검토에 따라 선정 혹은 미선정하며, 심의결과에 따라 지원예산 확정
8. 참가팀 의무사항
- 오리엔테이션 및 지식재산권, 창업 교육 참가 필수
- 중간 및 결과보고서 제출
9. 문의: 033-250-7168
※ 자세한 사항은 붙임파일 참조",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=13&BID=1117&cmd=view,
공지사항,2017  K-Engineering 디자인 캠프 참가자 모집 안내(기간연장),'2017-10-16,"2017 K-Engineering 디자인 캠프
공학교육혁신센터에서는 학생들이 지역사회에 관심을 갖고
‘
디자인 씽킹
’
및
‘
트리즈
’
기반 창의적 문제 해결 과정에 참여함으로써 지식기반 사회 맞춤형 인재로 거듭날 수 있도록 다음과 같이
“K-Engineering
디자인 캠프
”
를 개최합니다.
1)
주 최
:
공학교육혁신센터 강원지역협의회
(
강원대 춘천
/
삼척
,
강릉원주대
,
가톨릭관동대
,
한라대
)
2)
일 시
: 2017
년
11
월 2
일
(목
) ~ 11
월 3
일
(금
) / 1
박
2
일
3)
장 소
: 용평리조트 (평창)
4)
참가대상
:
강원대학교 전학과 학부생
5)
모집인원
:
강원대학교 춘천캠퍼스
5
명
(
공학계열
,
비공학계열
3:2
비율로 선정
)
6)
참가신청
-
신청기간
: 2017
년
10
월
22
일(일)
23:00
까지
-
신청방법
:
공학교육혁신센터 홈페이지
▷
학생프로그램 온라인 신청
(
★
바로가기 클릭
★
)
-
선정공고
: 2017
년
10
월 23
일 홈페이지 공지 및 선정자 개별 유선 안내
7)
센터지원
:
프로그램 교육비
,
숙식 등 제공
8) 프로그램 세부일정 첨부파일 참고
9) 문의 : 033-250-7138",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=13&BID=1097&cmd=view,
공지사항,2017-2학기 캡스톤디자인 과제지원 모집 공고(기간연장),'2017-08-14,"공학교육혁신센터와 LINC사업단이 공동으로 2017년도 2학기 캡스톤디자인 지원 과제를 다음과 같이 모집합니다.
1. 지원대상 및 자격: 공과대학 및 IT대학 학부생 3,4학년으로 2인 이상으로 구성된 팀
2. 지원범위: 캡스톤디자인 과제 수행비용(재료 및 교통비)
3. 지원금액: 팀당 최소 60만원~300만원 내외
4. 지원기간: 2017년 9월~12월
5. 신청기간
내용
기간
비고
과제 모집 기간
2017
년
8
월
14
일
(
월
) ~ 9
월
22
일
(
금
)
과제관리시스템 온라인 접수
선정 공지
2017
년
9
월
26
일
(
화
)
학과 공문 발송 및 기관 홈페이지 게시
오리엔테이션
2017
년
9
월
28
일(목
)
시간 추후 공지
6. 신청방법: 과제계획서 온라인
제출
-  캡스톤디자인 홈페이지
(
http://project.kangwon.ac.kr
)
- 자세한 내용은 첨부파일'모집안내' 참고
7. 선정방법: 심의위원의 과제 검토에 따라 선정 혹은 미선정하며, 심의결과에 따라 지원예산 확정
8. 참가팀 의무사항
- 오리엔테이션 및 지식재산권, 창업 교육 참가 필수
- 중간 및 결과보고서 제출
- 창조경제타운 아이디어 등록
9. 문의: 033-250-7168
※ 자세한 사항은 붙임파일 참조",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=13&BID=1086&cmd=view,
공지사항,2017 공학페스티벌 공학홍보대사(I♥E) 모집 안내,'2017-08-10,"""강원대학교를 대표하는 홍보대사""
공학페스티벌 공학홍보대사(I♥E)
모
집
1. 지원자격 :
- 강원대학교 공과대학, IT대학 학부 재학생
- 홍보대사 발대식 참가 가능자 (2017.09.08.금 오후2시 고려대학교 신공학관 예정)
- 본인 SNS 1개 이상 소유자
※ 공학(기술)교육혁신센터 사업에 대한 이해도와 참여도가 높은 학생 또는 대학을 대표할 수 있는 학생
2. 신청기간 :
2017.08.10.(목) ~ 08.25.(금) 17:00까지
(그 이후 접수자는 심사대상에서 제외)
- 선정공고 : 2017.08.29.(화) 센터 홈페이지 및 개인 SMS 공고
3. 신청방법 :
E-mail (
shc7518@kangwon.ac.kr
) 로
홍보대사 지원서
접수
- 지원서 : 첨부파일 참조
4. 선발인원 :
각 대학별 2명 선발
5. 역할 :
- 온라인 사전 홍보활동 (개인소유 SNS 및 대외활동)
- 각 해당 거점 (강원대학교는 성균관대학교 거점) 프로그램 운영 지원
항목
구분
업무
인원수
혁신센터
지원
홍보지원
각 대학 혁신센터 지원
홍보
,
지원
대학별
(1)
프로그램
지원
전시
캡스톤 디자인 국제관
통역 및 도슨트
10
청소년 부스
참가자안내
2
혁신센터 통합부스
거점 세팅 및 홍보
14(2
명씩
*7
개거점
)
취업콘서트
참가자안내
6
행사
글로벌 공학교육 컨퍼런스
운영지원
2
S-School PROJECT
성과발표 및
MOU
체결식
운영지원
2
브라운백 세미나
운영지원
2
창업투자 아이디어 경진대회
운영지원
2
주니어 엔지니어링 클래스
(
마블연구소
)
운영지원
4
주니어 엔지니어링 클래스
(
스탬프랠리
)
운영지원
14
특허옥션
운영지원
2
캡스톤 디자인 국제관 참가작품 발표대회
-
국제관 공통
청소년 미래상상 기술경진대회 작품 발표대회
-
별도 선발
공학교육혁신센터 간담회
운영지원
2
학생 포트폴리오 경진대회
-
별도 선발
6. 홍보대사 선발 후 활동 기간 :
2017.09.01.(금)~11.10.(금)
- 11.08.(수) : 행사 리허설 / 11.09.(목)~10.(금) : 행사 지원
7. 혜택 :
- 우수 홍보대사 후보군
- 공학교육혁신협의회장 명의의 공학페스티벌 홍보대사 임명장 발급
8. 추후 일정 :
- 홍보대사 전체 소양교육 (※소양 교육 관련 여비 등 별도 지원 없음)
1) 일시 : 2017.09.08.(금) 오후 2시
2) 장소 : 고려대학교 신공학관
※ 지원서 메일 발송 시 메일 원문에 홍보대사 전체 소양교육 참석여부를 반드시 작성 바람!!
※ 약도 첨부 파일 참조
- 공학교육페스티벌 (※행사 당일에 한하여 숙식은 센터에서 제공 가능, 단 여비는 지급하지 않음)
1) 일정 : 2017.11.09.(목)~11.10.(금)
2) 장소 : 광주 김대중컨벤션센터
★ 홍보대사로 선발된 학생의 2017 공학교육페스티벌 참가는 필수입니다!!
★★
홍보대사 활동이 미흡하다고 판단될 경우 임명장 수여가 취소될 수 있습니다!!
★★★
선발된 학생들은 적극적으로 홍보대사 활동에 임해주시기 바랍니다!!
※ 위 내용은 센터 사정에 따라 변경될 수 있습니다
☎ 문의 ☎
T : 033-250-7169
E :
shc7518@kangwon.ac.kr",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=13&BID=1084&cmd=view,../../data/images/1020.jpg
공지사항,2017 HIJK 창의캠프 참가자 모집안내,'2017-05-19,"공학교육혁신센터에서는 창의융합 인재양성을 위하여 4개 대학이
공동으로 창의캠프를
개최 하오니 학생들의 많은 참여 바랍니다.
□
교  육  명
: 2017
HIJK
가 함께하는 창의캠프
□
일       정
: 2017.6.28.(
수
) ~ 6.30(
금
), 2
박
3
일
□
장       소
: 안산 엑스퍼트연수원
□
참여대학 : 강원대, 한양대(ERICA), 인하대, 제주대
□
참가인원 : 총 40명(대학별 10명씩)
□
학생 모집
-
모집대상
: 전 학과
3~4
학년 학부생
-
모집인원
: 10
명
-
신청기한
: 5월 26일 (금
)
까지
-
신청방법
: 공학교육혁신센터 홈페이지 온라인 신청
★ 온라인신청 바로가기(클릭)
□
선정공지 : 5월 29일(월) 홈페이지 공지
□ 참가자 의무사항: 6월 중 오리엔테이션 참가
※ 선정 완료 후 취소 불가하며, 취소시 센터 프로그램 참가 불가
붙임
:
HIJK
가 함께하는 융합캠프
세부내용
1
부
.
끝
.
☞
2016년 HIJK 융합캠프 사진 및 영상보기 (클릭)
☞
2015년 HIJK 창의캠프 사진 및 영상보기 (클릭)
☞
2014년 HIJK 융합캠프 사진 및 영상보기 (클릭)",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=13&BID=1066&cmd=view,
공지사항,2017년 1학기 캡스톤디자인 지원 과제 모집 공고,'2017-02-22,"공학교육혁신센터와 LINC사업단이 공동으로 2017년도 1학기 캡스톤디자인 지원 과제를 다음과 같이 모집합니다.
1. 지원대상 및 자격: 공과대학 및 IT대학 학부생 3,4학년으로 2인 이상으로 구성된 팀
2. 지원범위: 캡스톤디자인 과제 수행비용(재료 및 교통비)
3. 지원금액: 팀당 최소 60만원~300만원 내외
4. 지원기간: 2017년 3월~6월
5. 신청기간
구분
내용
기간
/
일시
비고
1
차
과제 모집 기간
2017
년
2
월
14
일
(
화
) ~ 3
월
3
일
(
금
)
과제관리시스템 온라인 접수
선정 공지
2017
년
3
월
7
일
(
화
)
학과 공문 발송 및 기관 홈페이지 게시
2
차
과제 모집 기간
2017
년
3
월
6
일
(
월
) ~ 3
월
17
일
(
금
)
과제관리시스템 온라인 접수
선정 공지
2017
년
3
월
21
일
(
화
)
학과 공문 발송 및 기관 홈페이지 게시
수강신청 변경일
2017
년
3
월
6
일
(
월
) ~ 3
월
8
일
(
수
)
개별 수강신청
6. 신청방법: 과제계획서 온라인
제출
7. 선정방법: 심의위원의 과제 검토에 따라 선정 혹은 미선정하며, 심의결과에 따라 지원예산 확정
8. 참가팀 의무사항
- 오리엔테이션 및 지식재산권, 창업 교육 참가 필수
- 중간 및 결과보고서 제출
- 교내 캡스톤디자인 경진대회 참가(우수작은 전국대회 참가)
- 창조경제타운 아이디어 등록
9. 문의: 033-250-7168
※ 자세한 사항은 붙임파일 참조",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=13&BID=1049&cmd=view,
공지사항,K-Engineering 디자인 캠프 참가자 모집,'2016-10-12,"K-Engineering 디자인 캠프
공학교육혁신센터에서는 지역사회가 요구형 창의·융합 인재 양성을 위해 창의적 문제해결 프로세스인
Design Thinking 기법 활용과 대학, 전공 학생간 융합을 통한 강원 발전 아이디어 캠프를 개최합니다.
1) 주      최: 공학교육혁신센터 강원지역협의회
(강원대 춘천/삼척, 강릉원주대, 가톨릭관동대, 한라대)
2) 일      시: 2016년 11월 4일(금) ~ 11월 5일(토) / 1박 2일
3) 장      소: 가톨릭관동대 유니버스텔(강릉)
4) 참가대상: 강원대학교 전학과 학부생
5) 모집인원: 강원대학교 춘천캠퍼스 5명(공학계열, 비공학계열 3:2 비율로 선정)
6) 참가신청
- 신청기간: 2016년 10월 17일 18:00 까지
- 신청방법: 공학교육혁신센터 홈페이지▷ 학생프로그램 온라인 신청
(★바로가기 클릭★)
- 선정공고:  2016년 10월 18일 홈페이지 공지 및 선정자 개별 유선 안내
7) 센터지원: 프로그램 교육비, 숙식 등 제공
8) 프로그램 세부일정 첨부파일 참고
9) 문의: 033-250-7168",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=13&BID=1021&cmd=view,
공지사항,2016 공학교육페스티벌 공학홍보대사 I♥E 선정 안내,'2016-08-26,"2016 공학교육페스티벌 공학홍보대사로 선정된 학생 명단을 공고합니다
NO
학번
이름
전공(학과)
1
2015***33
박*우
기계의용공학과
2
2010***30
박*동
컴퓨터정보통신공학과
위 학생들에게는 개별연락 및 추후 일정에 대한 안내를 드릴 예정입니다
공학교육페스티벌에서 강원대학교를 대표하는 홍보대사로써
관련 활동에 성실히 임해주시기 바랍니다
지원해주신 다른 학생들도 감사드리며
앞으로도 저희 공학교육혁신센터에서 시행하는 프로그램에 대하여
많은 관심과 참여를 부탁드립니다",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=13&BID=1011&cmd=view,
공지사항,2016 공학교육페스티벌 공학홍보대사 I♥E 모집 안내,'2016-08-11,"공학교육혁신센터에서는 공학교육혁신협의회와 한국산업기술진흥원이 주관하는 '2016 공학교육페스티벌'에
참가할 강원대학교를 대표하는 홍보대사 2명을 모집합니다.
1.
제목
: 2016
공학교육페스티벌 공학홍보대사
I
♥
E
선발
2.
지원자격
:
강원대학교 공과대학
, IT
대학 학부재학생
﻿
﻿
- 공학(기술)교육혁신센터 사업에 대한 이해도와 참여도가 높은 학생 또는 대학을 대표할 수 있는 학생
3.
신청기간
:
2016.08.16.(화
) ~ 08.24.(수
) 18:00 까지
(그 이후 접수자는 심사대상에서 제외)
- 선정공고 : 2016.08.26.(금) 홈페이지 공고 및 개별 SMS 통보
4.
신청방법
: e-mail -
shc7518@kangwon.ac.kr
으
로 제출서류 접수
5.
제출서류
:
첨부 1. 공학교육페스티벌 홍보대사 신청서
6.
선발인원
:
각 학교별
2
명 선발
7. 우대사항 : 홍보대사 임명장 발급, 공학교육페스티벌 행사 진행 및 다양한 행사 참여 기회 제공
8. 홍보대사 지원분야 및 모집인원
구분
영역
인원
활동내용
비고
지정
선택
홍보팀
대학별
1
명 지정
‧
공식 웹사이트 및
SNS(
페이스북
,
인스타그램
)
등을 통한
홍보활동
통역팀
안내데스크
8
‧
국제관 상주 통역
,
다국어 안내
방송
-
영어
(80%),
중국어
(10%),
일어
(10%)
*
안내데스크
,
초청외빈
:
영어가능자
국제관 상주
12
초청외빈
6
도슨트팀
해외담당
14
‧
전시장 안내 및 작품 소개
국내담당
28
프로그램팀
거점운영
지원
14
‧
전시장 및 회의실 프로그램별
운영지원
9. 추후 일정 :
- 홍보대사 전체소양교육
(※소양 교육 관련 여비 등 별도 지원 없음)
1) 일시 : 2016.09.06.(화) 15:30~16:30
2) 장소 : 고려대학교 자연계캠퍼스(안암동) 공학관 대강당 (566호)
※ 제출서류 접수 시 메일 원문에 홍보대사 전체소양교육 참석여부를 반드시 작성하여 주시기 바랍니다
3) 장소 약도 (첨부파일 : 고려대학교 공학관 약도 참조)
- 공학교육페스티벌
(※행사 당일에 한하여 숙식은 센터에서 제공 가능, 단 여비는 지급하지 않음
)
1) 일정 : 2016.11.10.(목)~11.11.(금)
2) 장소 : 일산 KINTEX
※ 위 일정은 센터의 사정에 따라 변경될 수 있습니다.
10. 문의 : 공학교육혁신센터  033-250-7169
/
shc7518@kangwon.ac.kr
※ 홍보대사로 선발된 학생의 2016 공학교육페스티벌 참가는 필수이며, 홍보대사 활동이 미흡하다고 판단될 경우 임명장 수여가 취소될 수 있습니다.",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=13&BID=1003&cmd=view,../../data/images/953.jpg
공지사항,2016 HIJK가 함께하는 융합캠프 참가자 모집 안내,'2016-05-19,"공학교육혁신센터에서는 학생들의 융합역량 강화 및 기업요구형 융합인재 양성을 위하여 인하대
,
제주대
,
한양대
(ERICA)
와 공동으로
“HIJK
가 함께하는 융합캠프
”
를 개최 하오니 학생들의 많은 참여 바랍니다.
1.
프로그램명
: “
HIJK
가 함께하는 융합캠프
”
2.
일      정
: 2016.6.22.(
수
) ~ 6.24(
금
), 2
박
3
일
3.
장      소
:
영종도 인천국제공항공사 인재개발원
4.
내      용
:
사회가 요구하는 융합 인재상 및 융합역량을 이해를 위한
기업특강
,
Design Thinking
이론 및 다양한 방법론 특강
,
문화체험
,
팀프로젝트 등 진행
5.
주최
/
주관
:
강원대
,
인하대
,
제주대
,
한양대
(ERICA)
6.
참여 기업
:
카카오
(IT
전문 서비스기업
),
에너지팜
(ODA
적정기술 기업
)
7.
학생 모집
가
.
모집대상
:
공학 및 인문사회예체능 계열
2,3,4
학년 학부생
나
.
모집인원
: 10
명
다
.
신청기한
: 5.31(
화
) 17:00
까지
라
.
신청방법
: 공학교육혁신센터 홈페이지 온라인 신청
★ 온라인신청 바로가기(클릭)
마. 선정공지 : 6.1(수) 홈페이지 공지 및 개별 연락 예정
※ 기타 자세항 사항 [붙임 1] 세부내용 참고
붙임
:
HIJK
가 함께하는 융합캠프
세부내용
1
부
.
끝
.
☞
2014년 HIJK 융합캠프 사진 및 영상보기(클릭)
☞
2015년 HIJK 창의캠프 사진 및 영상보기(클릭)",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=13&BID=982&cmd=view,
공지사항,2016년 1학기 캡스톤디자인 지원 과제 모집,'2016-03-08,"공학교육혁신센터에서는 공과대학
, IT
대학
3~4
학년 학생들의 캡스톤디자인과제 지원을 위한
‘2016
년도
1
학기 캡스톤디자인지원사업
’
을 다음과 같이 지원합니다
.
1.
프로그램
: 2016
년도
1
학기 캡스톤디자인 지원사업
2.
지원대상
:
공과대학
, IT
대학 캡스톤디자인 과제
(
교과목 수강여부 관계없음
)
3.
내 용
:
캡스톤디자인 과제를 산업체
연계형
,
산업체 융합형
,
융합형
,
일반형
4
가지 유형
으로 구분하여 차등 지원
(
유형분류
:‘
붙임
1’
참조
)
4.
과제신청
가
.
신청기간
: 2016.3.8(
화
) ~ 3.16(
수
) 18:00
까지
나
.
신청방법
:
신청서 및 계획서
(
붙임
1
–
서식
1,2)
작성하여 서면과 이메일
모두 제출
(60
주년기념관
702
호
/
seri@kangwon.ac.kr
)
5.
지원예산
구분
지원내용
(
최대 신청 금액 기준
/
추가 신청 제외
)
일반형
융합형
산업체 연계형
산업체 융합형
재료비
1,300,000
(
출장비 최대
30
만원 포함
)
2,000,000
원
(
출장비 최대
30
만원 포함
)
3,000,000
원
(
출장비 최대
50
만원 포함
)
4,500,000
원
(
출장비 최대
50
만원 포함
)
※ 설계재료비는 설계 작품 재료비 외의 비용으로 집행할 수 없음
(예 : 비품구매 및 CD, 복사용지, 마우스 등의 사무용품 및 프린터토너, 하드디스크, 랜 등의 전산소모품은 불인정 됨)
붙임
1.
캡스톤디자인 과제 지원 지침
1
부
.
2. 2016
년
1
학기 캡스톤디자인 지원 세부내용
1
부
.
끝",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=13&BID=963&cmd=view,
공지사항,2015 공학교육페스티벌 공학홍보대사 I♥E 선정안내,'2015-10-15,"2015 공학교육페스티벌 공학홍보대사 로 선정된 학생 명단을 공고합니다.
No
이름
학년
전공
1
정유순
4
화학공학과
2
지청천
4
자원공학과
위 학생들은 개별연락이 갈 예정입니다.
공학교육페스티벌에서 강원대학교 를 대표하는 홍보대사로써
관련 활동에 성실히 임해주시기 바랍니다.
지원해준 다른 학생들도 감사합니다.",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=14&BID=926&cmd=view,
