제목1,제목2,label,seq_score,jac_score,cos_score
(1/14마감) 2021년도 겨울학기 한국어연수과정 버디 프로그램 참가자 모집 안내,2021년도 겨울학기 한국어연수과정 버디 프로그램 참가자 모집,duplication,0.883116883,0.777777778,0.859290523
2024-1 신입생 RC [Chat-GPT 활용교육] 프로그램 운영 안내,(3/22마감) 2024학년도 1학기 신입생 RC [Chat-GPT 활용교육] 프로그램 운영 안내,duplication,0.857142857,0.636363636,0.750333697
2018학년도 1학기 숙명여자대학교 교류 수학 안내,2018학년도 1학기 인천대학교 교류 수학 안내,different,0.888888889,0.714285714,0.615247016
2022. 10월 2주 추천 채용 정보 안내,2022. 10월 4주(2차) 추천 채용 정보 안내,different,0.916666667,0.75,0.667123975
2024학년도 2학기 가송재단 신규장학생 신청 안내,2024학년도 2학기 가송재단 신규장학생 선발 안내,duplication,0.928571429,0.714285714,0.910191905
2024학년도 하계 계절수업 국립부경대학교 교류수학 안내,2024학년도 여름 계절수업 충남대학교 교류수학 안내,different,0.833333333,0.5,0.427799129
JOB카페(잡카페) 취업지원도서 무료 배부 안내,JOB카페(잡카페) 과년도 취업지원도서 무료 배부,duplication,0.857142857,0.666666667,0.852521544
2021학년도 2학기 외국인 유학생 튜터링 프로그램 홍보 협조 요청,2021학년도 2학기 외국인 유학생 튜터링 프로그램 참가자 모집,duplication,0.833333333,0.545454545,0.78581488
2021학년도 1학기 중소기업 취업연계 장학사업（희망사다리Ⅰ 유형） 신규 장학생 신청기간 안내,[장학] 2021학년도 1학기 중소기업 취업연계 장학사업(희망사다리Ⅰ유형) 신규장학생 학생신청 안내(~ 4/2(금) 18시까지 연장),duplication,0.807017544,0.294117647,0.284749264
대학일자리센터 특화프로그램 _공모전 대비 온라인 특강-실전편 안내,대학일자리센터 특화프로그램 _공모전 대비 온라인 특강-실전편_ 안내-11.4(온라인선착순신청),duplication,0.853658537,0.555555556,0.629974566
2021-1 무한도전 학생주도형 비교과 학습지원 프로그램 신청,2021년 1학기 [무한도전 학생주도형 비교과 학습지원프로그램] 공고,duplication,0.869565217,0.272727273,0.55284999
2023학년도 2학기 동국대학교 일반대학원 교류 수학 안내,2023학년도 2학기 서울대학교 교류 수학 안내,different,0.827586207,0.625,0.571253746
"""고른기회전형 입학생 해외 문화 탐방"" 참가 신청 안내",[학부] 고른기회전형 입학생 해외 문화 탐방 참가 신청 안내(~11.13.),duplication,0.888888889,0.7,0.859602596
「2021 대학 교수·학습 과정에 관한 설문조사」실시 안내,2021 대학 교수·학습 과정에 관한 설문조사」실시 요청,duplication,0.931034483,0.75,0.96440857
2019-2020 브루나이 정부 초청 장학생 선발 안내,2019-2020 중국 정부 초청 장학생 선발 안내,different,0.892857143,0.75,0.791747401
2018학년도 하계 계절수업 전남대학교 학점 교류 수학 안내,2018학년도 하기 계절수업 제주대학교 학점 교류 수학 안내,different,0.909090909,0.6,0.594677442
2021 창업동아리 모집 홍보,2021 창업동아리 모집  안내,duplication,0.875,0.6,0.892899406
2023년도 학생·교직원 e-루리 장애인식개선교육(법정의무교육) 수강 안내,[필수]2023년도 학생 대상 장애인식개선교육(법정의무교육) 안내,duplication,0.811594203,0.222222222,0.288900392
<2024학년도 전기 학사학위취득유예 신청 및 접수 안내>,[학사] 2024학년도 전기 학사취득유예 신청 및 접수 안내,duplication,0.918032787,0.666666667,0.49311832
2015년 하계 국제워크캠프 해외파견 봉사자 모집,[안내] 2015년 하계 국제워크캠프 해외파견 봉사자 모집,duplication,0.947368421,0.857142857,0.994379196
2019 하계 국내 현장실습 참가희망자 모집 안내,SW중심대학사업단 2019 하계 국내 현장실습 참가희망자 모집 안내,different,0.84375,0.875,0.871904641
2023년 1학기 발전기금재단 「정강 장학회」 장학생 선발 안내(~3/13),2023년 1학기 발전기금재단 「정강 장학회」 장학 신청 안내,duplication,0.882352941,0.454545455,0.702359129
2021학년도 하계 비교과 프로그램 운영,2021년 하계 비교과 프로그램운영 안내,duplication,0.863636364,0.25,0.418744122
'레고랜드코리아' 2022학년도 1학기 현장실습학기제 2차 설명회 참여 학생 모집,"'레고랜드코리아' 2022학년도 1학기 현장실습학기제 2차 설명회 참여 학생 모집 안내-12.21.화.14시,글로벌경영관105호",duplication,0.803738318,0.9,0.824134452
(국가거점국립대학교) 2023학년도 2학기 제주대학교 교류 수학 안내,(국가거점국립대학교) 2023학년도 2학기 경북대학교 교류 수학 안내,different,0.944444444,0.75,0.71327602
2022학년도 동계 계절수업 인천대학교 교류수학 안내,2022학년도 동계 계절수업 제주대학교 교류수학 안내,different,0.931034483,0.714285714,0.635423023
2021 파란사다리 사업 안내,2021년 파란사다리 사업 안내,duplication,0.96969697,0.6,0.733136934
2021년도 KNU 동계 부트캠프 프로그램 참가 신청 안내,(1/7마감) 2021년도 KNU 동계 부트캠프 프로그램 참가 신청 안내,duplication,0.927536232,0.888888889,0.818750387
[학부]2021 하반기 건강보험심사평가원 채용공고 분석 특강 참가자 모집 안내,2021 하반기 건강보험심사평가원 채용공고 분석 특강 참가자 모집 안내,duplication,0.975,0.8,0.836749436
신입생 인증용 온라인교육 이수안내,도서관 신입생 인증용 온라인교육 이수안내,duplication,0.9,0.8,0.957244154
2025학년도 1학기 학·석사 연계과정 모집 안내,2025학년도 1학기 학·석사 연계과정 모집 안내( ~ 10/18(금)까지),duplication,0.866666667,0.857142857,0.729031869
2016학년도 1학기 숙명여자대학교 수학 안내,2016학년도 1학기 강릉원주대학교 수학 안내,different,0.84,0.666666667,0.55449624
2020-2학기 재학생 분할납부 4차 및 미등록자추가 등록금 수납 알림,[학부]2020-2학기 재학생 분할납부 4차 및 미등록자추가 등록금 수납 알림,duplication,0.974358974,0.8,0.806448315
집단프로그램 참여자 모집 안내,집단 프로그램 참여자 모집,duplication,0.866666667,0.333333333,0.307119639
2학기 학생 무료 건강검진 실시 안내,강원대학교 학생 무료 건강검진 실시 안내,duplication,0.857142857,0.714285714,0.90546226
전동형 킥보드 등 개인형 이동장치 안전운행 설문조사 참여 안내,전동형 킥보드 등 개인형 이동장치 안전운행 설문조사 안내,duplication,0.953846154,0.888888889,0.975151377
[학부]2021 후기 한일 공동 고등교육 유학생 교류사업 학부 1년 과정 및 석·박사 학위과정 장학생 추천자 선발 안내,2021 후기 한일 공동 고등교육 유학생 교류사업 학부 1년 과정 및 석·박사 학위과정 장학생 추천자 선발 안내,duplication,0.983870968,0.888888889,0.929783152
2025학년도 1학기 해외파견 프로그램 및 홍보 설명회 운영일정 사전 안내 홍보 협조 요청,2025학년도 1학기 해외파견 프로그램 및 홍보 설명회 운영일정 사전 안내,duplication,0.901098901,0.833333333,0.919984835
2022 신입생을 위한 학습역량강화특강 신청 안내,2022학년도 [신입생을 위한 학습역량강화특강],duplication,0.823529412,0.428571429,0.822988246
[학부]2021년 제12기 사회리더 대학생 멘토링 멘티모집 안내,2021년 제12기 사회리더 대학생 멘토링 멘티모집 안내,duplication,0.96875,0.75,0.857967043
[안내]2018년 동계 단기 해외어학연수생 선발안내,2018학년도 동계 단기 해외어학연수생 선발안내,duplication,0.923076923,0.666666667,0.761296522
백령스포츠센터 『제한적 확대 운영』에 따른 안내,백령스포츠센터 제한적 확대 운영 안내,duplication,0.909090909,0.571428571,0.79309974
2015학년도 2학기 충북대학교 수학 안내,2015학년도 2학기 세종대학교 수학 안내,different,0.913043478,0.666666667,0.549221594
2017학년도 1학기 경북대학교 교류 수학 안내,2017학년도 1학기 전북대학교 교류 수학 안내,different,0.961538462,0.714285714,0.637069924
2022학년도 2학기 중간 수업평가 시행 안내,[학부] 2022-2학기 중간 수업평가 시행 안내,duplication,0.857142857,0.5,0.725359067
적외선분광기(FT-IR) 세미나 안내,﻿적외선 분광기(FT-IR) 세미나﻿,duplication,0.875,0.2,0.174624797
2024학년도 겨울 계절수업 세종대학교 교류수학 안내,2024학년도 겨울 계절수업 국립부경대학교 교류수학 안내,different,0.9,0.714285714,0.61313215
2015년 1학기 한국장학재단 학자금지원 '가구원 사전동의' 신청,'15년 1학기 한국장학재단 학자금지원 '가구원 사전동의' 홍보 요청,duplication,0.898550725,0.5,0.791860207
강원대학교 학생 무료 건강검진 실시 안내,2학기 학생 무료 건강검진 실시 안내,duplication,0.857142857,0.714285714,0.90546226
"캠퍼스간(춘천<->삼척, 도계) 교양과목 교차 수강신청 실시 안내","캠퍼스간(춘천_-_삼척, 도계) 교양과목 교차 수강신청 실시 안내",duplication,0.967741935,0.75,0.717162059
강원대학교 학생홍보대사 가온 모집 안내,[모집]강원대학교 홍보대사 [가온] 모집 안내,duplication,0.904761905,0.428571429,0.387654663
2022학년도 교·사대생 등 대학생 튜터링 사업 장학생 모집 안내,"2022학년도 교,사대생 등 대학생 튜터링 사업 튜터 모집 안내",duplication,0.927536232,0.8,0.811906618
2015년 동계 월드프렌즈 청년봉사단 31기 단원 모집,2015년 월드프렌즈 청년봉사단 31기 단원 모집,duplication,0.947368421,0.857142857,0.964691359
2020-1학기 KNU-SOS장학생 선발,2020-1학기 KNU-SOS 장학생 선발 안내,duplication,0.909090909,0.333333333,0.454299391
2020년 1학기 국가근로장학사업 학생신청기간 안내,2020학년도 1학기 국가근로장학사업 학생신청기간 안내-11.19-12.17,duplication,0.848484848,0.428571429,0.615350691
(5/29마감) 춘천시청년청 청년정책LAB 제3기 청년연구활동가 모집 홍보 안내,춘천시청년청 청년정책LAB 제3기 청년연구활동가 모집 홍보 안내,duplication,0.921052632,0.875,0.883159912
[안내]2016년 월드프렌즈 청년봉사단 32기 단원 모집,2016학년도 월드프렌즈 청년봉사단 32기 단원 모집,duplication,0.931034483,0.714285714,0.826044898
2022학년도 미래융합가상학과·연계전공 연장 허가 및 폐지 공고,2022학년도 미래융합가상학과 및 연계전공 연장허가 공고,duplication,0.861538462,0.3,0.124231397
2014학년도 2학기 충남대학교 교류수학 안내,2014학년도 2학기 한국교원대학교 교류수학 안내,different,0.884615385,0.666666667,0.585408182
2014학년도 충북대학교 동계 계절학기 수학 안내,2013학년도 전북대학교 하계 계절학기 수학 안내,different,0.888888889,0.333333333,0.36494729
"2024 강원대학교 대학교수,학습 혁신에 관한 설문조사 안내(학생)",「2024 강원대학교 대학 교수·학습 혁신에 관한 설문조사」 안내,duplication,0.955223881,0.5,0.581220231
﻿2021학년도 하계 계절수업（단기해외어학연수） 학점인정 신청 안내,2021학년도 하계 계절수업 해외어학연수 학점인정 신청 안내-3.31,duplication,0.914285714,0.444444444,0.432802919
2018학년도 2학기 경상대학교 교류 수학 안내,2018학년도 2학기 부산대학교 교류 수학 안내,different,0.923076923,0.714285714,0.612054527
2022학년도 후기 일반대학원  조경학과 신입생(정원내) 모집,2022학년도 후기 일반대학원 신입생(정원내) 모집 안내,different,0.866666667,0.714285714,0.731853689
2021년 헌혈우수자 장학생 선발 안내,2021년 헌혈우수자 장학생 선발 안내-11.3.수까지,duplication,0.875,0.666666667,0.70427507
2022년 11월 4주(1차) 추천 채용 정보 안내,2022년 11월 3주(2차) 추천 채용 정보 안내,different,0.923076923,0.75,0.657099051
(4/24마감) 청년친화형 기업 ESG 지원 사업 'Remote Internship' 프로그램 신청 재안내(기간 연장),청년친화형 기업 ESG 지원 사업 'Remote Internship' 프로그램 신청 재안내(기간 연장),duplication,0.946428571,0.916666667,0.919128183
2020-2학기 지역사랑장학금 장학생 추가선발 안내,2020-2학기 지역사랑장학금 추가선발 안내,duplication,0.92,0.8,0.9547741
2024학년도 겨울 계절수업 충남대학교 교류수학 안내,2024학년도 겨울 계절수업 동국대학교 교류수학 안내,different,0.931034483,0.714285714,0.677701714
2021 공자아카데미 겨울학기 중국어강좌 개설 안내,2022 공자아카데미 겨울학기 중국어강좌 안내,different,0.930232558,0.8,0.899119471
"2023학년도 응급처치 및 심폐소생술 실습 교육 안내(제5,6차)","2023학년도 응급처치 및 심폐소생술 실습 교육 안내(제5차, 제6차)",duplication,0.947368421,0.875,0.938388973
2021년 서울장학재단<서울희망 대학 장학금> 장학생 모집 안내,[학부] 2021년 서울장학재단 <서울희망 대학 장학금> 장학생 모집 안내,duplication,0.935483871,0.6,0.401371945
(대학혁신지원사업) 교양교육원 글쓰기센터 우수글쓰기 공모전,(대학혁신지원사업) 교양교육원 글쓰기센터 우수글쓰기 공모전 홍보 요청,duplication,0.909090909,0.714285714,0.924340619
2020학년도 후기 조기졸업 신청 안내,2020학년도 후기 (2021.8월) 조기 졸업 신청 안내,duplication,0.918918919,0.5,0.377650611
2014년 1학기 국가장학금 신청기간 안내,2014년 1학기 국가장학금 신청기간 안내(신청기간:12.19-1.14),duplication,0.9,0.666666667,0.707575391
강원대학교 학생홍보대사 '가온' 모집 안내,강원대학교 학생홍보대사 _가온_ 모집 안내,duplication,0.954545455,0.666666667,0.523539832
2021 LINC+ 사업단 1-DAY 모의면접 캠프 일정 변경 및 참여 학생 추가 모집 안내,"2021 LINC+ 사업단 1-DAY 모의면접 캠프 일정 변경 및 참여 학생 추가 모집 안내-신청11.8까지,행사11.12",duplication,0.934782609,0.857142857,0.855945793
2024학년도 여름 계절수업 시간표 및 수강신청 안내( 5/8(수) ~ 5/10(금)),2024학년도 여름 계절수업 시간표 및 수강신청 안내,duplication,0.925925926,0.777777778,1
교직과목 수강신청 안내자료,교직과목 수강신청 안내 자료,duplication,0.965517241,0.4,0.705626991
2022학년도 교직과정 및 교직 복수전공 이수 예정자 선발 안내,2022학년도 교직과정 및 교직 복수전공 이수 예정자 선발 안내(1/26(수)까지 신청),duplication,0.911764706,0.727272727,0.886824261
2018학년도 상반기 IPP형 장기현장 실습 집중 모집기간 운영 안내,2018년도 상반기 IPP형 장기현장 실습 집중 모집기간 운영 안내(~3/8),duplication,0.985074627,0.8,0.973627292
2023학년도 1학기 지역문제해결 소셜링테크 교육 모집 안내,[LINC사업단]2023학년도 1학기 지역문제해결 소셜링테크 교육 모집 안내,duplication,0.888888889,0.75,0.821843072
2023년 대학생 현장실습학기제 참가자 모집 안내,2023년 대학생 현장실습학기제 참가자 모집안내,duplication,0.977777778,0.571428571,0.785474276
2022학년도 1학기 일본어권 대학 교환학생 파견프로그램 운영계획 알림-10.29.금까지,2022학년도 1학기 일본어권 대학 교환학생 파견프로그램 운영계획 알림,duplication,0.957746479,0.777777778,0.824283016
<제25기 미래에셋 해외 교환장학생 선발 안내(2020년 봄학기 파견 대비),제25기 미래에셋 해외교환 장학생 선발 안내(2020년 봄학기 파견 대비),duplication,0.96969697,0.636363636,0.722648897
[강원대 KNU창업진흥원] 2024년 제7회 강원 창업 탄탄대로 경진대회 참가자 모집 안내 및 홍보 협조 요청,[강원대 KNU창업진흥원] 2024년 제7회 강원 창업 탄탄대로 경진대회 참가자 모집 안내 및 홍보,duplication,0.941176471,0.866666667,0.941524377
2015학년도 충남대학교 하계 계절학기 수학 안내,2015학년도 서울대학교 하계 계절학기 수학 안내,different,0.913043478,0.714285714,0.650497872
2019학년도 하계 계절수업 충남대학교 학점 교류 수학 안내,2019학년도 하계 계절수업 경상대학교 학점 교류 수학 안내,different,0.931034483,0.777777778,0.727208448
(국가거점국립대학교) 2023학년도 2학기 교류 수학 안내,(국가거점국립대학교) 2023학년도 2학기 제주대학교 교류 수학 안내,different,0.892857143,0.857142857,0.822162272
[코로나19 예방] 강원대학교 대면강의 기본방역 대응 매뉴얼 홍보자료 안내,［코로나19예방］강원대학교 대면강의 기본방역 대응 매뉴얼 홍보자료(카드뉴스) 안내,duplication,0.921052632,0.454545455,0.589626864
2020 창업동아리 추가 모집 안내문,2020 창업동아리 추가 모집 안내,duplication,0.965517241,0.6,0.764704657
2017학년도 하계 전북대학교 계절수업 교류 수학 안내,2017학년도 하계 경북대학교 계절수업 교류 수학 안내,different,0.961538462,0.75,0.664838999
（국가거점국립대학교）2021학년도 2학기 경북대학교 교류 수학 안내,(국가거점국립대학교) 2021학년도 2학기 충남대학교 교류 수학 안내,different,0.918032787,0.444444444,0.338840636
2016학년도 2학기 충북대학교 수학 안내,2016학년도 2학기 전북대학교 수학 안내,different,0.944444444,0.666666667,0.418544757
2018학년도 2학기 경상대학교 교류 수학 안내,2018학년도 2학기 부산대학교 교류 수학 안내,different,0.904761905,0.714285714,0.530254773
(1/14마감) [강원지역혁신플랫폼 대학교육혁신본부] 2023학년도 동계 영어몰입 Clinic(토익) 프로그램 안내,[강원지역혁신플랫폼 대학교육혁신본부] 2023학년도 동계 영어몰입 Clinic(토익) 프로그램 홍보 요청,duplication,0.9,0.636363636,0.900483584
2018학년도 예비 기술(지식) 청년창업자 육성사업 모집,2018 예비 기술(지식) 청년창업자 육성사업 모집,duplication,0.913043478,0.833333333,0.991704233
2021학년도 1학기 성적처리 일정 및 평가방법 안내,2021학년도 1학기 성적처리 일정 및 평가 방법 안내,duplication,0.979591837,0.666666667,0.536175258
2022학년도 겨울 계절수업 경북대학교 학점교류 수학 안내,2022학년도 겨울 계절수업 한국교원대학교 학점교류 수학 안내,different,0.896551724,0.75,0.710880761
2025년 강원대학교 하계 해외봉사단원 모집 홍보,2025년 강원대학교 하계 해외봉사단원 모집 안내,duplication,0.913043478,0.714285714,0.932864053
[학사] 2022학년도 1학기 스마트 캠퍼스 e-루리 학습자 사용안내서 배포,2022학년도 1학기 스마트 캠퍼스 e-루리 학습자 사용안내서 배포,duplication,0.953846154,0.888888889,0.947587157
2020-1학기 본솔김종한장학재단 신규 장학생 선발 안내,2020학년도 1학기 본솔김종한장학재단 신규 장학생 선발 안내,duplication,0.925925926,0.857142857,0.985704615
2024학년도 전기 학사학위취득유예 신청 및 접수 안내,2024학년도 전기 학사학위취득유예 신청 안내,duplication,0.893617021,0.714285714,0.846179618
2021년 2학기 발전기금재단 독지가 장학생 선발 안내,2021년 2학기 강원대 발전기금재단 독지가 장학생 선발 안내,duplication,0.925925926,0.875,0.891955258
[장학]2018년 헌혈우수자 장학생 선발 안내,2018년 헌혈우수자 장학생 선발 안내,duplication,0.944444444,0.666666667,0.794148427
2020학년도 언어연수과 가을학기 외국어 강좌 안내,2020학년도 언어연수과 가을학기 외국어 강좌,duplication,0.933333333,0.833333333,0.993135167
[강원지역혁신플랫폼 정밀의료사업단] 2023 강원 티토워크숍 및 정밀의료 아이디어톤 안내,[강원지역혁신플랫폼 정밀의료사업단] 2023 강원 티토워크숍 및 정밀의료 아이디어톤,duplication,0.962962963,0.875,0.9962322
2017학년도 동계 국외 현장실습 모집 안내,[현장실습] 2017학년도 동계 국외 현장실습 모집 안내,duplication,0.888888889,1,0.943655694
LINC사업단 취업주간 [LINC Career Week] 개최,LINC사업단 취업주간(LINC Career Week) 개최,duplication,0.984126984,0.571428571,0.550146924
2019 교육지원 모니터 요원 모집 안내,2019학년도 교육지원 모니터 요원 모집 안내,duplication,0.894736842,0.833333333,0.987758064
（국가거점국립대학교） 2023. 2학기 서울대학교 교류 수학 안내,（국가거점국립대학교） 2023. 2학기 경상국립대학교 교류 수학 안내,different,0.892857143,0.714285714,0.664625165
2023학년도 여름 계절수업 국가유공자 본인의 계절수업료 면제 안내,(6/29마감) 2023학년도 여름 계절수업 국가유공자 본인의 계절수업료 면제 안내,duplication,0.956521739,0.888888889,0.960622248
2019년 제20기 동계 대학생 재능봉사 캠프 사업 대학생 멘토 모집 안내,『2019년 제20기 동계 대학생 재능봉사 캠프 사업』 대학생 멘토 모집 공고（수정공고）,different,0.891891892,0.818181818,0.833449809
2021학년도 1학기 수업 기말평가 시행 안내,2021학년도 1학기 수업 기말평가 시행,duplication,0.918918919,0.833333333,0.989299277
2017학년도 하계 계절학기 사회봉사과목 수강 및 봉사활동 신청 안내,2017 하계 계절학기 사회봉사과목 수강 및 봉사활동 신청 안내(5.10.8시~5.12.17시),duplication,0.909090909,0.7,0.802219722
2015학년도 2학기 학부생 재입학 모집계획 알림,2015학년도 2학기 학부생 재입학 모집계획(신청:~7/17),duplication,0.88372093,0.571428571,0.478890643
'레고랜드코리아' 2022-1학기 현장실습학기제 2차 설명회 참여 학생 모집,'레고랜드코리아' 2022학년도 1학기 현장실습학기제 2차 설명회 참여 학생 모집 안내,duplication,0.904109589,0.8,0.982860145
2025학년도 2학기 학·석사 연계과정 모집 안내,2025학년도 2학기 학·석사 연계과정 모집 안내-4.11.금까지,duplication,0.933333333,0.714285714,0.837522407
2023학년도 1학기 한양대학교 교류 수학 안내,2023학년도 1학기 전북대학교 교류 수학 안내,different,0.904761905,0.714285714,0.547357336
2023학년도 1학기 미래의동반자재단 CHUBB Innovation Fund 장학생 선발 안내-11.14.월.18시까지,2023학년도 1학기 미래의 동반자 재단 CHUBB Innovation Fund 장학생 선발 안내,duplication,0.94,0.538461538,0.600376309
2025학년도 대학원생 논문게재 장려금 지원사업 신청 안내(+수정),2025학년도 연구원과정생 논문게재 장려금 지원사업 신청 안내(+수정),different,0.903225806,0.75,0.831788398
"2016 신입생을 위한 온라인 심리검사(성격,진로검사) 실시 안내","2016 신입생을 위한 온라인 심리검사(성격,진로검사) 실시",duplication,0.943396226,0.833333333,0.994114561
2021학년도 2학기 롯데장학재단 멘토링 장학생 선발 안내,2021학년도 2학기 롯데장학재단 멘토링 장학생 선발 안내-6.1.화까지,duplication,0.947368421,0.75,0.837995502
2022학년도 여름 계절수업 숙명여자대학교 교류수학 안내,2022학년도 여름 계절수업 전남대학교 교류수학 안내,different,0.884615385,0.714285714,0.648977439
에너지신산업분야  혁신공유대학   2023학년도 1학기 부산대학교 교류 수학 안내,[에너지신산업 혁신공유대학] 2023학년도 1학기 한양대학교 교류 수학 안내-1.26.목까지,different,0.88,0.454545455,0.435329109
[국립대학육성사업] 2025-1학기 「문해력 빌드업 프로그램」 참가팀 모집 안내,[국립대학육성사업] 2025-1학기 「문해력 빌드업 프로그램」 참가팀 모집 안내-4.29.화.18시까지,duplication,0.944444444,0.777777778,0.893534962
2023년 1학기 국가장학금 1차 신청 안내,2023학년도 1학기 국가장학금 1차 신청 안내,duplication,0.947368421,0.714285714,0.957352568
2017학년도 2학기 학부생 재입학 모집 계획 알림,2017학년도 2학기 학부생 재입학 모집 계획 안내,duplication,0.913043478,0.75,0.927030429
2022학년도 1학기 KNU핵심역량장학금 선발 계획 안내(연장),2022학년도 1학기 KNU핵심역량장학금 선발 계획 안내,different,0.962962963,0.714285714,0.72171768
2021학년도 동계 계절수업 동국대학교 서울캠퍼스 교류수학 안내-11.12.금까지,2021학년도 동계 계절수업 동국대학교 서울캠퍼스 교류수학 안내,duplication,0.953846154,0.75,0.906069064
2020학년도 교내 졸업자격인증 모의토익 시험 운영 계획 안내,2020학년도 교내 졸업자격인증 모의토익 시험 운영계획 안내,duplication,0.983050847,0.666666667,0.803557927
2025학년도 1학기 아시아권 교환학생 파견프로그램 참가자 모집,(10/24마감) 2025학년도 1학기 아시아권 교환학생 파견프로그램 참가자 모집,duplication,0.952380952,0.875,0.938020058
2016-1학기 강원대학교 발전기금재단 장학생 선발 안내,공지]2016년도 1학기 강원대학교 발전기금재단 장학생 선발 안내,duplication,0.909090909,0.857142857,0.753450449
2023학년도 겨울 계절수업 시간표 및 수강신청 안내(11/7(화) 10:00 ~ 11/9(목) 18:00),2023학년도 겨울 계절수업 시간표 및 수강신청 안내,duplication,0.943396226,0.666666667,0.804022708
2016년 1학기 중국어권 자매대학 파견교환학생 선발 공고,2016학년도 1학기 중국어권 자매대학 파견교환학생 선발 공고,duplication,0.964285714,0.75,0.986642924
2020년도 신한은행 강원장학회 신규 장학생 선발 안내,2020년도 신한은행 강원장학회 신규 장학생 선발 안내(3/20마감),duplication,0.962962963,0.75,0.878085963
2024년 4기 KOTRA 청년인턴(체험형) 모집 안내,2024년 4기 KOTRA 청년인턴(체험형) 모집 안내-10.9.수까지,duplication,0.93877551,0.714285714,0.894959137
2020-1 국가장학금 2차 신청 기간 연장 안내,2020년 1학기 국가장학금 2차 신청 기간 연장 안내,duplication,0.88372093,0.75,0.974652135
[학부·대학원] 2017년도 제8기 차세대리더육성멘토링(배움지기) 모집 안내,2017년도 제8기 차세대리더육성멘토링(배움지기) 모집 안내,duplication,0.896551724,0.833333333,0.838571603
2022학년도 1학기 [메이저러너] 프로그램 시행 안내,2022-1학기 메이저러너 프로그램 시행 안내,duplication,0.904761905,0.833333333,0.974316038
입대 및 질병휴학자의 성적인정 처리절차 개선안내,학기중 입대휴학 및 질병휴학자의 성적인정 처리절차 개선 안내,duplication,0.881355932,0.4,0.512471613
2015학년도 2학기 충북대학교 수학 안내,2015학년도 2학기 세종대학교 수학 안내,different,0.888888889,0.666666667,0.404867472
2022학년도 2학기 [메이저러너] 프로그램 시행 안내,2022학년도 2학기 메이저러너 프로그램 시행 공고,duplication,0.913043478,0.714285714,0.916528524
2018학년도 학생역량강화프로그램_메이저러너 모집 공고,2018학년도 학생역량강화프로그램（메이저 러너） 추가 모집 공고,different,0.909090909,0.428571429,0.145119412
2020학년도 2학기 등록 및 휴·복학 신청 안내,2020학년도 2학기 등록 및 휴·복학 안내,duplication,0.923076923,0.857142857,0.936616107
2023 공자장학생 추천 대상자 선발 안내,2023 공자장학생 추천대상자 선발 안내,duplication,0.971428571,0.5,0.623709127
(국가거점국립대학교) 2024학년도 2학기 충남대학교 교류 수학 안내,(국가거점국립대학교) 2024학년도 2학기 경상국립대학교 교류 수학 안내,different,0.90625,0.75,0.658621416
（국가거점국립대학교） 2021학년도 2학기 충남대학교 교류 수학 안내,（국가거점국립대학교） 2021학년도 2학기 제주대학교 교류 수학 안내,different,0.935483871,0.75,0.680603744
2024년 KNU 찾아가는 컨설팅 운영 안내,「2024년 KNU 찾아가는 컨설팅」운영 안내,duplication,0.974358974,0.571428571,0.435276976
2016학년도 1학기 제주대학교 수학 안내,2016학년도 1학기 서울대학교 수학 안내,different,0.888888889,0.666666667,0.432561735
2025학년도 1학기 재학생 등록금 수납 안내,2025학년도 1학기 재학생 등록금 수납계획 안내,duplication,0.952380952,0.714285714,0.575846333
[안내] 도서관 개관시간 확대 및 중앙도서관 운영 정상화 안내  ​,도서관 개관시간 확대 및 중앙도서관 운영 정상화 안내,duplication,0.950819672,1,0.996030401
2023학년도 동계 글로벌 단기연수생 모집 공고,2023학년도 동계 글로벌 단기연수생 모집공고문,duplication,0.954545455,0.571428571,0.707059722
2020학년도 언어연수과 겨울학기 외국어 강좌,2020학년도 언어연수과 겨울학기 외국어 강좌 안내,duplication,0.933333333,0.833333333,0.993126197
2015학년도 1학기 학생 튜터링 지원 사업(공부두레) 시행 및 퍼실리테이터 초빙 공고(신청:~3/25 낮12시),2015학년도 1학기 학생 튜터링 지원 사업(공부두레) 시행 및 퍼실리테이터 초빙 공고,duplication,0.942528736,0.769230769,0.758502892
2023학년도 겨울 계절수업 수업평가 실시 안내,2023학년도 겨울 계절수업 수업평가 실시 안내-1.11.목.9시-1.17.수.18시까지,duplication,0.88,0.714285714,0.729471921
2021학년도 1학기 캡스톤디자인 중복수강에 따른 동일주제 설정 방지 안내,2021학년도 1학기 캡스톤디자인 중복수강에 따른 동일주제 설정 방지 요청,duplication,0.944444444,0.8,0.972699201
'09-2학기 차상위계층[사랑드림]국가장학금 2차 신청안내,09-2학기 차상위계층[사랑드림] 국가장학금 2차 신청안내,duplication,0.979591837,0.5,0.23504217
2022-1학기 KNU-SOS 장학생 선발 계획 안내,2022학년도 1학기 KNU-SOS 장학생 선발 계획 안내,duplication,0.916666667,0.857142857,0.977633273
4.29까지)2021학년도 후기 조기졸업 신청 안내,2021학년도 후기 조기졸업 신청 안내,duplication,0.944444444,0.666666667,0.65730976
(2025-1학기) 독서 장려를 위한 '신학기 도서대출 이벤트' 안내,(2025-1학기) 독서 장려를 위한 '신학기 도서대출 이벤트' 안내-3.4.화-3.31.월까지,duplication,0.933333333,0.777777778,0.84720392
